Admin0,Admin1,Admin2,FIPS,Population,CaseCount,DeathCount,CasesPer100K,DeathsPerM,CFR
"US","New Mexico","Bernalillo",35001,679120,136457,1511,20093.21,2224.94,0.0111
"US","New Mexico","Catron",35003,3527,383,13,10859.09,3685.85,0.0339
"US","New Mexico","Chaves",35005,64615,20565,273,31826.98,4225.03,0.0133
"US","New Mexico","Cibola",35006,26674,6326,167,23715.98,6260.78,0.0264
"US","New Mexico","Colfax",35007,11941,2260,59,18926.39,4940.96,0.0261
"US","New Mexico","Curry",35009,48954,11856,160,24218.65,3268.37,0.0135
"US","New Mexico","De Baca",35011,1748,523,5,29919.91,2860.41,0.0096
"US","New Mexico","Dona Ana",35013,218195,58277,667,26708.68,3056.90,0.0114
"US","New Mexico","Eddy",35015,58459,16253,242,27802.39,4139.65,0.0149
"US","New Mexico","Grant",35017,26998,5970,70,22112.75,2592.78,0.0117
"US","New Mexico","Guadalupe",35019,4300,989,16,23000.00,3720.93,0.0162
"US","New Mexico","Harding",35021,625,71,4,11360.00,6400.00,0.0563
"US","New Mexico","Hidalgo",35023,4198,990,12,23582.66,2858.50,0.0121
"US","New Mexico","Lea",35025,71070,18611,304,26186.86,4277.47,0.0163
"US","New Mexico","Lincoln",35027,19572,4903,56,25051.09,2861.23,0.0114
"US","New Mexico","Los Alamos",35028,19368,2408,12,12432.88,619.58,0.0050
"US","New Mexico","Luna",35029,23709,6244,111,26335.99,4681.77,0.0178
"US","New Mexico","McKinley",35031,71367,24027,554,33666.82,7762.69,0.0231
"US","New Mexico","Mora",35033,4521,693,16,15328.47,3539.04,0.0231
"US","New Mexico","Otero",35035,67490,12348,158,18296.04,2341.09,0.0128
"US","New Mexico","Quay",35037,8252,1901,38,23036.84,4604.94,0.0200
"US","New Mexico","Rio Arriba",35039,38921,9201,111,23640.19,2851.93,0.0121
"US","New Mexico","Roosevelt",35041,18500,4635,88,25054.05,4756.76,0.0190
"US","New Mexico","San Juan",35045,123958,37475,692,30232.01,5582.54,0.0185
"US","New Mexico","San Miguel",35047,27276,5242,46,19218.36,1686.46,0.0088
"US","New Mexico","Sandoval",35043,146747,30642,345,20880.84,2350.99,0.0113
"US","New Mexico","Santa Fe",35049,150358,25972,230,17273.44,1529.68,0.0089
"US","New Mexico","Sierra",35051,10791,1878,69,17403.39,6394.22,0.0367
"US","New Mexico","Socorro",35053,16637,3559,79,21392.08,4748.45,0.0222
"US","New Mexico","Taos",35055,32722,4977,80,15209.95,2444.84,0.0161
"US","New Mexico","Torrance",35057,15461,2484,46,16066.23,2975.23,0.0185
"US","New Mexico","Unassigned",90035,-1,6041,0,0.00,0.00,0.0000
"US","New Mexico","Union",35059,4059,727,12,17910.82,2956.39,0.0165
"US","New Mexico","Valencia",35061,76688,17261,223,22508.08,2907.89,0.0129
"US","New Mexico","Doña Ana",35013,-1,0,0,0.00,0.00,0.0000
