Admin0,Admin1,Admin2,FIPS,Population,CaseCount,DeathCount,CasesPer100K,DeathsPerM,CFR
"Algeria","","",0,43851042,211857,6114,483.13,139.43,0.0289
"Angola","","",0,32866268,65296,1735,198.67,52.79,0.0266
"Benin","","",0,12123198,24864,161,205.09,13.28,0.0065
"Botswana","","",0,2351625,195546,2420,8315.36,1029.08,0.0124
"Burkina Faso","","",0,20903278,16272,289,77.84,13.83,0.0178
"Burundi","","",0,11890781,20509,38,172.48,3.20,0.0019
"Cabo Verde","","",0,555988,38462,351,6917.78,631.31,0.0091
"Cameroon","","",0,26545864,107174,1805,403.73,68.00,0.0168
"Central African Republic","","",0,4829764,11744,101,243.16,20.91,0.0086
"Chad","","",0,16425859,5740,181,34.94,11.02,0.0315
"Comoros","","",0,869595,4548,150,523.00,172.49,0.0330
"Congo (Brazzaville)","","",0,5518092,19049,358,345.21,64.88,0.0188
"Congo (Kinshasa)","","",0,89561404,59042,1112,65.92,12.42,0.0188
"Cote d'Ivoire","","",0,26378275,61846,706,234.46,26.76,0.0114
"Djibouti","","",0,988001,13508,188,1367.21,190.28,0.0139
"Egypt","","",0,102334403,364939,20824,356.61,203.49,0.0571
"Equatorial Guinea","","",0,1402985,13600,175,969.36,124.73,0.0129
"Eritrea","","",0,3546427,7512,61,211.82,17.20,0.0081
"Eswatini","","",0,1160164,48233,1248,4157.43,1075.71,0.0259
"Ethiopia","","",0,114963582,372466,6810,323.99,59.24,0.0183
"Gabon","","",0,2225728,37516,281,1685.56,126.25,0.0075
"Gambia","","",0,2416663,9997,342,413.67,141.52,0.0342
"Ghana","","",0,31072944,131205,1226,422.25,39.46,0.0093
"Guinea","","",0,13132791,30791,387,234.46,29.47,0.0126
"Guinea-Bissau","","",0,1967998,6444,149,327.44,75.71,0.0231
"Kenya","","",0,53771299,255550,5336,475.25,99.24,0.0209
"Lesotho","","",0,2142251,21843,663,1019.63,309.49,0.0304
"Liberia","","",0,5057677,5828,287,115.23,56.75,0.0492
"Libya","","",0,6871287,375887,5512,5470.40,802.18,0.0147
"Madagascar","","",0,27691019,44825,972,161.88,35.10,0.0217
"Malawi","","",0,19129955,62012,2307,324.16,120.60,0.0372
"Mali","","",0,20250834,18097,619,89.36,30.57,0.0342
"Mauritania","","",0,4649660,39631,844,852.34,181.52,0.0213
"Mauritius","","",0,1271766,22190,240,1744.82,188.71,0.0108
"Morocco","","",0,36910558,950805,14788,2575.97,400.64,0.0156
"Mozambique","","",0,31255435,152098,1941,486.63,62.10,0.0128
"Namibia","","",0,2540916,130009,3574,5116.62,1406.58,0.0275
"Niger","","",0,24206636,7102,265,29.34,10.95,0.0373
"Nigeria","","",0,206139587,214883,2980,104.24,14.46,0.0139
"Rwanda","","",0,12952209,100446,1343,775.51,103.69,0.0134
"Sao Tome and Principe","","",0,219161,3733,56,1703.31,255.52,0.0150
"Senegal","","",0,16743930,74035,1886,442.16,112.64,0.0255
"Seychelles","","",0,98340,23697,127,24097.01,1291.44,0.0054
"Sierra Leone","","",0,7976985,6404,121,80.28,15.17,0.0189
"Somalia","","",0,15893219,23053,1331,145.05,83.75,0.0577
"South Africa","","",0,59308689,3050353,90005,5143.18,1517.57,0.0295
"South Sudan","","",0,11193729,12828,133,114.60,11.88,0.0104
"Sudan","","",0,43849269,44162,3198,100.71,72.93,0.0724
"Tanzania","","",0,59734213,26270,730,43.98,12.22,0.0278
"Togo","","",0,8278737,26324,243,317.97,29.35,0.0092
"Tunisia","","",0,11818617,718695,25407,6081.04,2149.74,0.0354
"Uganda","","",0,45740999,127771,3257,279.34,71.21,0.0255
"Zambia","","",0,18383956,210369,3668,1144.31,199.52,0.0174
"Zimbabwe","","",0,14862927,141224,4712,950.18,317.03,0.0334
