DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
Confirmed,"","Dagestan Republic","Russia",3063884,57639,0,0.00,131,626.07,186,40.70,355,158.34,419,37.81,551,201.84,658,162.98
Confirmed,"","Ingushetia Republic","Russia",488043,24471,0,0.00,131,253.78,194,19.59,338,88.28,443,9.48,658,81.07,658,81.07
Confirmed,"","Irkutsk Oblast","Russia",2404195,126930,0,0.00,132,293.29,231,72.83,315,274.63,499,110.92,658,535.10,658,535.10
Confirmed,"","Ivanovo Oblast","Russia",1014646,57602,0,0.00,132,281.28,194,24.88,344,187.17,503,57.97,651,227.30,658,226.62
Confirmed,"","Jewish Autonomous Okrug","Russia",162014,9707,0,0.00,131,36.90,211,2.21,286,44.39,464,0.22,656,45.82,658,45.79
Confirmed,"","Kabardino-Balkarian Republic","Russia",865828,36440,0,0.00,131,358.12,198,15.00,340,102.24,504,13.20,658,135.37,658,135.37
Confirmed,"","Kaliningrad Oblast","Russia",994599,68547,0,0.00,131,190.95,174,12.43,344,215.08,434,46.51,649,391.89,658,391.70
Confirmed,"","Kalmykia Republic","Russia",275413,32783,0,0.00,131,127.12,183,20.93,337,105.27,461,10.95,553,116.69,658,45.51
Confirmed,"","Kaluga Oblast","Russia",1012055,54953,0,0.00,131,486.74,189,24.45,338,170.36,497,49.61,658,206.17,658,206.17
Confirmed,"","Kamchatka Krai","Russia",315556,21457,0,0.00,132,118.15,220,13.02,325,81.29,486,7.03,561,54.61,658,46.40
Confirmed,"","Karachay-Cherkess Republic","Russia",466305,28364,0,0.00,132,164.81,196,10.82,322,96.27,447,12.01,658,85.87,658,85.87
Confirmed,"","Karelia Republic","Russia",622484,77380,0,0.00,318,451.01,471,41.07,532,199.06,596,137.11,640,339.44,658,281.84
Confirmed,"","Kemerovo Oblast","Russia",2694877,66496,0,0.00,289,194.10,426,46.75,554,202.91,612,163.94,658,325.19,658,325.19
Confirmed,"","Khabarovsk Krai","Russia",1328302,98922,0,0.00,132,269.63,228,60.64,335,341.85,469,21.59,658,494.92,658,494.92
Confirmed,"","Khakassia Republic","Russia",537513,46049,0,0.00,131,122.13,205,17.88,314,181.22,440,13.26,654,227.36,658,224.14
Confirmed,"","Khanty-Mansi Autonomous Okrug","Russia",1532242,84715,0,0.00,132,354.53,220,67.62,328,227.69,480,44.89,649,258.90,658,255.50
Confirmed,"","Kirov Oblast","Russia",1283237,66353,0,0.00,132,230.69,159,37.30,320,250.27,494,53.64,658,263.60,658,263.60
Confirmed,"","Komi Republic","Russia",840872,82902,0,0.00,132,167.18,221,28.65,326,301.40,475,25.22,658,396.66,658,396.66
Confirmed,"","Kostroma Oblast","Russia",643324,40697,0,0.00,132,96.94,175,18.24,302,138.29,458,23.53,657,205.65,658,205.59
Confirmed,"","Krasnodar Krai","Russia",5603420,84568,0,0.00,131,473.79,161,59.83,363,196.98,481,93.13,658,313.53,658,313.53
Confirmed,"","Krasnoyarsk Krai","Russia",2876497,138421,0,0.00,132,561.40,240,101.81,324,335.35,495,94.72,658,726.70,658,726.70
Confirmed,"","Kurgan Oblast","Russia",845537,40872,0,0.00,172,58.84,203,20.61,360,108.67,508,29.50,658,216.52,658,216.52
Confirmed,"","Kursk Oblast","Russia",1115237,69719,0,0.00,131,374.61,192,26.41,336,182.85,502,61.80,653,352.50,658,349.86
Confirmed,"","Leningrad Oblast","Russia",1813815,82307,0,0.00,131,345.28,208,27.87,339,228.51,474,79.94,657,395.66,658,395.54
Confirmed,"","Lipetsk Oblast","Russia",1150201,66667,0,0.00,132,274.63,187,13.07,350,165.94,501,55.30,656,405.38,658,405.19
Confirmed,"","Magadan Oblast","Russia",144091,12060,0,0.00,132,33.58,184,14.29,285,48.06,435,1.75,658,33.79,658,33.79
Confirmed,"","Mari El Republic","Russia",682333,23785,0,0.00,131,221.31,199,14.84,329,53.13,473,14.28,650,126.73,658,126.72
Confirmed,"","Mordovia Republic","Russia",805056,33406,0,0.00,131,235.07,201,30.40,316,89.31,499,28.61,658,165.16,658,165.16
Confirmed,"","Moscow","Russia",12506468,1875820,0,0.00,131,21391.57,178,600.56,336,6947.65,413,1463.97,516,7601.88,658,5293.62
Confirmed,"","Moscow Oblast","Russia",7503385,547843,0,0.00,131,4780.98,187,142.57,528,2585.24,597,714.04,657,2986.61,658,2983.54
Confirmed,"","Murmansk Oblast","Russia",753557,81595,0,0.00,131,384.36,212,64.64,319,286.14,467,22.68,649,268.00,658,257.83
Confirmed,"","Nenets Autonomous Okrug","Russia",43997,2925,0,0.00,171,10.53,239,0.38,297,7.58,474,0.00,648,17.17,658,15.97
Confirmed,"","Nizhny Novgorod Oblast","Russia",3234752,199147,0,0.00,132,1290.29,199,117.41,338,500.98,473,119.53,650,797.12,658,787.03
Confirmed,"","North Ossetia - Alania Republic","Russia",701765,26562,0,0.00,131,357.42,201,7.40,337,88.17,490,8.12,658,103.81,658,103.81
Confirmed,"","Novgorod Oblast","Russia",606476,53249,0,0.00,132,178.86,199,16.24,323,210.24,472,33.62,658,293.11,658,293.11
Confirmed,"","Novosibirsk Oblast","Russia",2788849,74761,0,0.00,132,375.96,212,52.01,282,180.30,475,70.39,658,392.39,658,392.39
Confirmed,"","Omsk Oblast","Russia",1960081,102802,0,0.00,132,181.97,219,38.60,347,253.73,469,51.24,658,578.98,658,578.98
Confirmed,"","Orel Oblast","Russia",747246,56623,0,0.00,132,301.42,185,27.01,337,179.01,502,45.21,658,345.66,658,345.66
Confirmed,"","Orenburg Oblast","Russia",1977720,93452,0,0.00,132,247.95,148,60.37,296,189.08,476,59.28,647,409.54,658,405.33
Confirmed,"","Penza Oblast","Russia",1331655,84030,0,0.00,132,313.41,177,38.05,366,227.02,495,72.67,658,388.15,658,388.15
Confirmed,"","Perm Krai","Russia",2623122,126866,0,0.00,132,227.54,220,57.58,337,331.24,500,95.94,658,709.11,658,709.11
Confirmed,"","Primorsky Krai","Russia",1913037,79536,0,0.00,132,253.75,246,69.78,330,239.76,472,23.21,658,349.28,658,349.28
Confirmed,"","Pskov Oblast","Russia",636545,60630,0,0.00,132,127.40,198,22.40,337,404.71,498,39.99,658,290.35,658,290.35
Confirmed,"","Rostov Oblast","Russia",4220452,162538,0,0.00,132,651.82,166,92.97,359,392.49,506,156.54,658,647.45,658,647.45
Confirmed,"","Ryazan Oblast","Russia",1121474,50405,0,0.00,131,433.23,199,27.39,341,138.70,474,43.60,658,248.01,658,248.01
Confirmed,"","Saint Petersburg","Russia",5351935,738681,0,0.00,131,1990.58,199,158.24,327,3764.66,455,695.47,648,3251.22,658,2859.59
Confirmed,"","Sakha (Yakutiya) Republic","Russia",964330,65008,0,0.00,132,268.33,219,44.46,303,222.48,432,26.49,658,290.86,658,290.86
Confirmed,"","Sakhalin Oblast","Russia",490181,35864,0,0.00,341,146.55,426,9.99,561,107.81,629,53.48,651,96.70,658,85.49
Confirmed,"","Samara Oblast","Russia",3193513,149668,0,0.00,132,329.80,189,39.30,339,306.47,507,61.85,658,1711.46,658,1711.46
Confirmed,"","Saratov Oblast","Russia",2462950,107709,0,0.00,132,401.30,173,92.94,341,271.31,504,109.51,658,639.69,658,639.69
Confirmed,"","Smolensk Oblast","Russia",949348,67708,0,0.00,132,319.99,235,11.91,370,186.01,440,33.44,653,595.97,658,594.18
Confirmed,"","Stavropol Krai","Russia",2800674,102569,0,0.00,132,327.04,167,83.52,345,244.22,475,52.18,658,492.09,658,492.09
Confirmed,"","Sverdlovsk Oblast","Russia",4325255,164674,0,0.00,132,784.92,222,119.41,339,404.55,493,96.60,658,733.19,658,733.19
Confirmed,"","Tambov Oblast","Russia",1033552,50441,0,0.00,131,370.12,214,22.49,350,159.93,479,35.90,658,207.81,658,207.81
Confirmed,"","Tatarstan Republic","Russia",3894284,32898,0,0.00,131,386.62,237,23.20,337,101.08,503,30.20,658,230.24,658,230.24
Confirmed,"","Tomsk Oblast","Russia",1078280,50516,0,0.00,132,96.51,213,43.78,297,209.58,474,22.94,658,266.57,658,266.57
Confirmed,"","Tula Oblast","Russia",1491854,62755,0,0.00,132,492.73,218,28.22,339,207.60,475,50.09,658,269.27,658,269.27
Confirmed,"","Tver Oblast","Russia",1283872,80669,0,0.00,132,215.64,230,22.73,339,236.39,468,67.98,653,398.10,658,397.63
Confirmed,"","Tyumen Oblast","Russia",3692400,74231,0,0.00,131,204.77,224,48.48,306,169.84,467,49.20,658,347.40,658,347.40
Confirmed,"","Tyva Republic","Russia",321722,29298,0,0.00,132,165.39,207,21.42,303,102.39,432,1.26,545,186.79,658,69.83
Confirmed,"","Udmurt Republic","Russia",1513044,67653,0,0.00,132,97.59,192,21.53,344,216.97,505,39.75,647,395.69,658,389.04
Confirmed,"","Ulyanovsk Oblast","Russia",1246618,101276,0,0.00,132,335.33,217,86.40,327,289.36,478,77.30,650,567.85,658,546.71
Confirmed,"","Vladimir Oblast","Russia",1378337,66039,0,0.00,131,332.33,201,21.97,332,185.67,504,48.51,658,323.31,658,323.31
Confirmed,"","Volgograd Oblast","Russia",2521276,108572,0,0.00,132,413.85,186,89.83,338,275.10,504,87.16,658,464.01,658,464.01
Confirmed,"","Vologda Oblast","Russia",1176689,82125,0,0.00,131,116.44,157,20.08,326,368.03,472,38.51,658,390.95,658,390.95
Confirmed,"","Voronezh Oblast","Russia",2333767,162203,0,0.00,132,302.99,190,89.44,354,390.97,477,133.61,654,796.13,658,794.04
Confirmed,"","Yamalo-Nenets Autonomous Okrug","Russia",538547,55635,0,0.00,131,290.23,223,47.00,309,196.63,477,16.85,658,146.65,658,146.65
Confirmed,"","Yaroslavl Oblast","Russia",1265684,71762,0,0.00,131,391.71,217,38.12,331,190.19,483,77.52,658,280.57,658,280.57
Confirmed,"","Zabaykalsky Krai","Russia",1072806,80551,0,0.00,305,268.01,473,25.65,533,326.84,596,164.18,658,368.88,658,368.88
