DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
Confirmed,"","Adygea Republic","Russia",453375,22356,0,0.00,132,109.56,210,17.77,326,101.11,495,7.66,658,79.79,658,79.79
Confirmed,"","Altai Krai","Russia",2350080,93534,0,0.00,132,247.01,231,62.12,297,235.37,499,57.44,658,506.16,658,506.16
Confirmed,"","Altai Republic","Russia",218063,23437,0,0.00,277,172.23,470,3.13,542,55.16,597,28.51,647,55.72,658,49.99
Confirmed,"","Amur Oblast","Russia",798424,41704,0,0.00,132,72.98,204,17.09,294,165.08,458,11.76,658,204.83,658,204.83
Confirmed,"","Arkhangelsk Oblast","Russia",1155027,105048,0,0.00,132,299.80,224,65.07,326,399.80,474,52.81,656,464.53,658,464.01
Confirmed,"","Astrakhan Oblast","Russia",1017514,68836,0,0.00,132,243.32,186,33.24,364,183.42,503,40.54,554,288.81,658,257.31
Confirmed,"","Bashkortostan Republic","Russia",4063293,92864,0,0.00,132,416.99,232,30.51,346,167.85,488,89.33,651,669.99,658,669.67
Confirmed,"","Belgorod Oblast","Russia",1549876,65934,0,0.00,132,302.57,221,41.62,347,187.32,501,60.63,652,348.41,658,342.46
Confirmed,"","Bryansk Oblast","Russia",1210982,81411,0,0.00,131,466.92,210,24.60,338,201.64,477,63.18,658,514.23,658,514.23
Confirmed,"","Buryatia Republic","Russia",984511,64920,0,0.00,132,189.76,200,31.09,306,271.50,470,25.68,528,317.74,658,202.64
Confirmed,"","Chechen Republic","Russia",1436981,26453,0,0.00,131,146.73,246,5.11,322,142.51,480,9.22,575,166.00,658,114.88
Confirmed,"","Chelyabinsk Oblast","Russia",3493036,114556,0,0.00,132,383.02,227,63.05,336,310.71,501,85.53,658,559.52,658,559.52
Confirmed,"","Chukotka Autonomous Okrug","Russia",49348,2553,0,0.00,132,10.92,224,0.37,306,7.70,470,0.12,658,18.26,658,18.26
Confirmed,"","Chuvashia Republic","Russia",1231117,39606,0,0.00,132,370.94,237,25.93,328,129.04,418,41.87,658,179.68,658,179.68
