DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
Confirmed,"","","Liechtenstein",38137,3814,0,0.00,335,37.95,391,1.46,450,10.03,512,0.52,658,19.50,658,19.50
Confirmed,"","","Lithuania",2722291,434033,0,0.00,333,2880.96,412,453.95,465,1179.67,526,32.14,644,2876.36,658,2559.33
Confirmed,"","","Luxembourg",625976,83826,0,0.00,64,155.44,219,-120.56,285,654.60,515,12.83,658,231.30,658,231.30
Confirmed,"","","Moldova",4033963,349568,0,0.00,320,1446.31,362,466.55,426,1587.36,501,45.32,637,1604.99,658,1099.31
Confirmed,"","","Monaco",39244,3451,0,0.00,289,15.08,310,3.93,378,23.27,492,0.55,553,15.32,658,4.13
Confirmed,"","","Montenegro",628062,150313,0,0.00,295,595.93,333,364.27,411,562.55,517,16.61,582,615.21,658,602.58
Confirmed,"","","Norway",5421242,222296,0,0.00,422,931.34,538,167.97,589,1418.15,628,414.90,658,1566.71,658,1566.71
Confirmed,"","","Poland",37846605,3143725,0,0.00,292,24416.76,378,5282.79,431,27648.48,534,80.15,658,13484.65,658,13484.65
Confirmed,"","","Portugal",10196707,1100961,0,0.00,299,6101.13,337,3314.71,368,12331.81,471,340.91,544,3241.48,658,1146.66
Confirmed,"","","Romania",19237682,1725017,0,0.00,299,8378.57,381,2388.62,429,5609.07,531,43.11,636,14787.15,658,6708.83
Confirmed,"","","San Marino",33938,5610,0,0.00,86,13.22,189,0.00,348,28.36,364,14.60,429,38.12,658,5.81
Confirmed,"","","Serbia",8737369,1197082,0,0.00,315,7218.66,365,1608.94,421,4907.74,522,79.42,616,6951.61,658,4843.61
Confirmed,"","","Slovakia",5459643,533663,0,0.00,282,2390.29,305,1347.29,346,2824.28,528,23.09,658,5434.33,658,5434.33
Confirmed,"","","Slovenia",2078931,365095,0,0.00,280,1746.75,291,1381.26,351,1842.96,525,28.93,658,3144.06,658,3144.06
Confirmed,"","","Switzerland",8654617,901228,0,0.00,286,7984.06,521,116.57,595,2963.88,628,909.48,658,3074.48,658,3074.48
Confirmed,"","","Turkey",84339067,8317394,0,0.00,323,119581.79,367,6330.18,450,58689.51,529,5049.26,628,30142.67,658,27947.61
Confirmed,"","","Italy",61672582,222104,0,0.01,113,25771.05,162,193.57,296,34607.97,377,11934.65,422,22535.71,658,6190.08
Confirmed,"","","Russia",147098077,405843,0,0.01,131,54211.12,216,4752.11,336,28136.58,471,8148.08,651,38950.88,658,38295.56
Confirmed,"","","Sweden",10487191,41883,0,0.01,135,5653.45,219,-207.84,350,6619.71,382,2882.85,446,6100.89,658,854.59
Confirmed,"","","Germany",94088743,174098,0,0.03,113,20163.43,170,343.96,330,24419.95,524,579.02,658,32797.64,658,32797.64
Confirmed,"","","Spain",55364463,228691,0,0.00,113,26460.34,137,308.60,367,35669.95,405,-2888.14,546,25630.41,658,2964.02
Confirmed,"","","Belgium",24879006,515391,0,0.00,295,62944.42,344,1648.82,429,4798.23,514,482.38,658,11844.20,658,11844.20
Confirmed,"","","Netherlands",17854314,51351,0,0.00,333,11171.26,520,652.68,540,9445.92,614,1744.71,658,11536.95,658,11536.95
Confirmed,"","","Ukraine",47107395,23672,0,0.00,310,13990.83,381,3925.37,440,15499.94,523,943.33,648,22935.53,658,21458.79
Confirmed,"","","United Kingdom",66976614,290143,0,0.00,141,22197.19,181,675.31,350,57480.91,481,1760.38,637,45620.67,658,34084.06
