DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11
Confirmed,"","Alabama","US",4959043,10355,0,0.00,176,1811.75,229,868.31,350,4054.09,439,312.73,478,1084.28,514,166.86,586,4587.70,633,833.24,643,1549.84,658,498.17
Confirmed,"","Alaska","US",735124,446,0,0.00,189,101.26,217,68.35,317,683.23,339,268.74,347,331.62,421,132.95,437,187.96,506,27.81,613,1178.19,658,535.67
Confirmed,"","Arizona","US",7350602,14629,0,0.00,164,3578.31,231,452.44,352,9284.83,424,504.73,462,738.13,503,414.43,584,3188.86,632,2092.76,656,3112.68,658,3084.42
Confirmed,"","Arkansas","US",3035274,3513,0,0.00,185,777.45,207,479.88,331,2263.98,338,2089.92,351,2901.08,393,457.95,402,792.61,495,151.62,563,2267.58,658,457.41
Confirmed,"","California","US",41183544,123023,0,0.00,181,9328.07,194,7179.39,202,8570.36,255,3353.32,330,42915.68,340,38995.98,352,42715.82,508,972.23,576,14908.35,658,5841.72
Confirmed,"","Colorado","US",6276144,79187,0,0.00,94,533.34,142,171.99,184,563.39,224,274.68,301,4928.79,418,965.38,459,1708.91,526,393.26,658,3313.53,658,3313.53
Confirmed,"","Connecticut","US",4508617,113222,0,0.00,89,972.39,164,78.35,321,2617.60,336,1717.08,354,2625.42,410,734.58,431,1249.86,512,45.49,602,712.91,658,400.38
Confirmed,"","Delaware","US",1154547,26715,0,0.00,95,200.39,214,56.79,323,796.74,336,633.97,351,774.98,425,252.84,449,358.81,519,20.65,605,457.38,658,228.93
Confirmed,"","District of Columbia","US",1411498,65159,0,0.00,103,180.97,157,33.69,198,76.29,250,39.52,354,295.51,393,110.53,411,152.43,516,9.15,601,248.92,658,81.96
Confirmed,"","Florida","US",21746768,39960,0,0.00,73,1093.73,107,646.28,175,11383.90,252,2299.62,351,15677.21,418,4505.45,449,6299.17,501,1293.85,568,23255.70,658,793.01
Confirmed,"","Georgia","US",10635777,3519,0,0.00,87,817.20,114,628.00,184,3637.06,251,1161.32,286,5290.87,295,2772.89,353,9319.30,516,328.05,584,9056.73,658,994.73
Confirmed,"","Hawaii","US",1617298,11307,0,0.00,71,27.10,122,0.51,218,244.01,280,79.81,351,199.19,391,49.50,435,117.82,517,43.95,585,864.32,658,111.46
Confirmed,"","Idaho","US",2268642,83260,0,0.00,71,93.95,107,23.55,177,541.41,234,242.88,320,1543.42,391,260.36,416,317.09,525,70.99,617,1313.21,658,630.47
Confirmed,"","Illinois","US",12737234,13659,0,0.00,102,2493.18,147,615.37,296,12075.53,413,1589.76,445,3290.03,513,226.62,587,4051.33,641,2117.68,658,3298.06,658,3298.06
Confirmed,"","Indiana","US",6767983,5053,0,0.00,98,673.02,151,332.90,318,6597.15,417,757.32,449,1256.40,520,250.57,585,4078.79,642,1577.62,658,2175.76,658,2175.76
Confirmed,"","Iowa","US",3162203,1089,0,0.00,101,510.23,145,281.39,219,1053.91,232,680.74,294,4386.02,516,69.39,604,1773.78,626,946.36,658,1403.55,658,1403.55
Confirmed,"","Kansas","US",2925663,2018,0,0.00,102,274.92,136,95.57,301,2796.17,337,1675.90,344,2174.15,494,100.92,598,1549.36,634,794.27,658,1130.22,658,1130.22
Confirmed,"","Kentucky","US",4486845,3452,0,0.00,317,3284.27,338,2162.42,352,3787.23,520,151.02,585,4135.75,591,3927.34,598,4264.96,650,1169.53,658,1394.49,658,1394.49
Confirmed,"","Louisiana","US",4710833,10543,0,0.00,73,1335.38,106,337.16,181,2136.69,251,496.85,329,2539.82,337,2192.04,351,3539.49,513,301.72,566,5581.04,658,432.04
Confirmed,"","Maine","US",1452484,11573,0,0.00,120,48.41,199,13.15,357,588.46,393,141.69,449,438.76,530,17.99,617,588.90,628,415.03,658,547.28,658,547.28
Confirmed,"","Maryland","US",6116094,9985,0,0.00,118,1033.42,153,363.54,189,895.26,245,484.22,353,3037.00,405,770.63,445,1371.27,519,57.36,611,1223.63,658,680.22
Confirmed,"","Massachusetts","US",7105491,18266,0,0.00,93,2331.29,225,-577.08,352,6130.37,407,1490.35,432,2191.53,520,57.69,601,1950.26,642,1298.74,658,1751.63,658,1751.63
Confirmed,"","Michigan","US",9997239,1204,0,0.00,73,1449.21,125,394.94,135,875.88,146,220.75,301,7378.80,391,1093.77,445,7592.63,518,148.03,658,4981.22,658,4981.22
Confirmed,"","Minnesota","US",5655506,2018,0,0.00,120,686.69,146,343.22,300,6673.51,391,777.36,444,2102.52,526,82.11,623,2948.22,638,2236.49,658,3897.17,658,3897.17
