DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11
Confirmed,"","Mississippi","US",3006823,4665,0,0.00,185,1273.21,233,461.04,326,2113.91,338,1877.91,352,2282.76,468,188.75,481,226.75,513,116.14,574,3521.02,658,307.29
Confirmed,"","Missouri","US",6651696,3481,0,0.00,188,1443.42,198,1057.81,298,4983.28,338,3089.04,350,3993.05,451,-383.57,464,673.14,495,411.19,561,2836.78,658,1212.87
Confirmed,"","Montana","US",1078220,1509,0,0.00,68,19.48,105,0.61,300,1203.10,341,380.98,351,524.48,410,134.00,420,171.88,527,47.44,622,904.51,658,665.21
Confirmed,"","Nebraska","US",1965749,4126,0,0.00,102,390.68,152,146.61,299,2259.87,418,244.18,436,456.96,510,29.69,596,762.50,638,473.65,658,872.27,658,872.27
Confirmed,"","Nevada","US",3136068,9044,0,0.00,178,1113.42,234,293.33,321,2655.52,340,1888.92,351,2355.22,425,262.58,445,423.28,492,197.09,599,1172.62,658,678.51
Confirmed,"","New Hampshire","US",1421013,6807,0,0.00,102,90.66,211,18.44,321,820.71,408,219.12,443,429.08,523,20.08,631,563.04,642,281.60,651,818.65,658,729.22
Confirmed,"","New Jersey","US",9145854,40083,0,0.00,75,3506.17,212,324.68,320,5583.18,340,4744.93,356,5977.16,395,3026.66,431,4429.39,527,204.71,603,2236.04,658,1291.35
Confirmed,"","New Mexico","US",2775945,79897,0,0.00,185,307.62,230,97.44,304,2363.32,340,1140.96,351,1327.40,526,60.13,584,820.93,607,615.35,658,1325.60,658,1325.60
Confirmed,"","New York","US",19759053,32391,0,0.00,76,9452.67,211,613.42,222,27162.16,233,753.90,353,15938.44,420,6474.56,429,9111.56,518,328.10,604,5211.70,658,4565.06
Confirmed,"","North Carolina","US",10657582,26725,0,0.00,175,1962.48,205,1246.01,219,1601.53,233,1188.52,352,8250.22,435,1619.25,448,2011.80,524,298.39,599,7019.07,658,1846.81
Confirmed,"","North Dakota","US",764270,409,0,0.00,118,68.26,151,29.09,296,1350.94,383,59.39,441,154.14,527,11.66,618,613.39,637,480.91,658,507.03,658,507.03
Confirmed,"","Ohio","US",11716778,4336,0,0.00,88,787.09,139,396.31,322,11496.72,340,6820.06,351,8012.58,528,237.86,601,6976.77,644,3429.02,658,4308.61,658,4308.61
Confirmed,"","Oklahoma","US",3979149,4901,0,0.00,187,1005.54,207,670.02,305,3023.84,313,2855.90,331,3292.38,339,2786.40,353,4032.07,494,114.20,584,2661.22,658,574.74
Confirmed,"","Oregon","US",4233850,2098,0,0.00,188,338.53,232,187.57,316,1476.43,339,981.47,353,1190.73,408,277.36,460,810.81,527,153.42,584,2225.31,658,999.68
Confirmed,"","Pennsylvania","US",12904984,13746,0,0.00,78,1547.69,146,420.11,324,10201.25,410,2485.18,447,4740.49,528,170.47,622,4850.29,646,3817.73,658,4676.60,658,4676.60
Confirmed,"","Puerto Rico","US",3211038,588,0,0.00,179,1490.63,227,300.13,248,732.02,292,-3164.50,332,842.09,406,168.43,450,1055.04,520,36.56,577,899.58,658,118.80
Confirmed,"","Rhode Island","US",1107837,6212,0,0.00,91,364.11,159,43.14,319,1245.04,337,723.31,350,1206.97,394,330.88,448,434.63,529,15.88,600,367.65,658,313.08
Confirmed,"","South Carolina","US",5173232,3879,0,0.00,175,1870.72,210,793.33,223,951.18,229,871.52,245,1062.63,254,827.36,359,4769.52,513,88.61,588,5364.99,658,676.37
Confirmed,"","South Dakota","US",887402,563,0,0.00,108,116.32,152,55.16,295,1379.73,393,144.88,445,196.36,511,8.62,599,466.73,627,304.38,658,434.68,658,434.68
Confirmed,"","Tennessee","US",6906125,13198,0,0.00,186,2313.07,231,1291.72,298,4304.53,305,3774.48,329,8832.89,435,1038.88,452,1420.21,521,84.24,596,8122.08,658,1293.66
Confirmed,"","Texas","US",29058890,8207,0,0.00,176,10067.06,230,3658.02,243,6278.83,262,4378.03,355,22216.78,393,5679.31,400,7327.87,494,1334.17,596,18082.88,658,3315.25
Confirmed,"","Utah","US",3392776,32025,0,0.00,177,639.46,208,355.31,301,3242.62,338,2136.93,351,3091.05,494,216.68,598,1637.83,626,1311.47,658,1661.23,658,1661.23
Confirmed,"","Vermont","US",660764,1567,0,0.00,74,38.11,191,4.18,317,119.66,337,86.98,353,165.65,399,103.67,434,178.59,526,3.93,654,290.15,658,264.80
Confirmed,"","Virginia","US",8567807,4124,0,0.00,126,1059.43,147,515.45,197,1100.01,250,789.37,360,5761.15,413,1319.13,445,1523.53,511,138.22,601,3603.39,658,1416.41
Confirmed,"","Washington","US",7634867,3294,0,0.00,177,857.44,231,405.66,321,3115.19,339,1901.51,351,2816.27,412,691.80,456,1412.89,527,330.04,598,3409.40,658,1952.72
Confirmed,"","West Virginia","US",1808578,2799,0,0.00,76,39.13,110,20.18,188,135.71,213,103.77,348,1465.12,408,248.22,431,408.41,528,43.20,601,1865.98,658,683.71
Confirmed,"","Wisconsin","US",5842645,2886,0,0.00,297,6826.25,340,2376.28,351,3194.95,416,553.12,444,895.16,521,83.08,608,3106.46,639,2053.79,658,3127.86,658,3127.86
Confirmed,"","Wyoming","US",617632,6503,0,0.00,91,22.09,132,7.43,301,803.02,339,229.28,355,331.12,450,57.01,483,79.58,512,57.38,608,529.46,658,335.99
