Admin0,Admin1,Admin2,FIPS,Population,CaseCount,DeathCount,CasesPer100K,DeathsPerM,CFR,Waves,Start,End,Peak,NormalizedPeakValue,CaseCount,DeathCount,Weight,DeathWeight,CFR,Start,End,Peak,NormalizedPeakValue,CaseCount,DeathCount,Weight,DeathWeight,CFR,Start,End,Peak,NormalizedPeakValue,CaseCount,DeathCount,Weight,DeathWeight,CFR,Start,End,Peak,NormalizedPeakValue,CaseCount,DeathCount,Weight,DeathWeight,CFR,Start,End,Peak,NormalizedPeakValue,CaseCount,DeathCount,Weight,DeathWeight,CFR
"Algeria","","",0,43851043,253808,6591,578.80,150.30,0.0260,5,155,239,185,1.39,36765,781,0.145,0.119,0.0213,271,387,307,2.39,55768,1076,0.220,0.163,0.0193,462,470,466,0.52,2032,79,0.008,0.012,0.0387,485,603,553,3.31,74733,2245,0.294,0.341,0.0300,691,741,734,4.52,40916,447,0.161,0.068,0.0109
"Angola","","",0,32866268,98303,1895,299.10,57.66,0.0193,4,265,291,278,0.75,5894,83,0.060,0.044,0.0142,455,502,488,0.83,11077,234,0.113,0.123,0.0211,572,635,618,1.55,18333,573,0.186,0.303,0.0313,695,737,707,4.52,31975,155,0.325,0.082,0.0049,,,,,,,,,
"Benin","","",0,12123197,26460,163,218.26,13.45,0.0062,4,384,395,389,0.72,923,11,0.035,0.068,0.0121,404,412,407,0.74,717,8,0.027,0.047,0.0107,565,624,589,3.99,15451,48,0.584,0.297,0.0031,712,723,714,0.60,808,1,0.031,0.005,0.0011,,,,,,,,,
"Botswana","","",0,2351625,253211,2583,10767.49,1098.39,0.0102,5,196,309,268,10.57,9353,30,0.037,0.011,0.0032,309,324,317,7.29,2336,5,0.009,0.002,0.0023,324,463,405,18.23,34482,671,0.136,0.260,0.0195,463,666,562,92.29,147712,1711,0.583,0.663,0.0116,666,741,714,61.70,59028,168,0.233,0.065,0.0028
"Burkina Faso","","",0,20903277,20650,370,98.79,17.70,0.0179,2,323,367,334,0.82,6334,42,0.307,0.113,0.0066,708,722,715,0.97,2384,20,0.115,0.054,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burundi","","",0,11890780,37440,38,314.87,3.20,0.0010,2,546,633,611,2.45,13598,30,0.363,0.789,0.0022,688,733,714,7.17,16395,0,0.438,0.000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cabo Verde","","",0,555988,55738,396,10025.04,712.25,0.0071,5,80,331,264,18.24,11500,110,0.206,0.277,0.0095,331,396,360,15.34,3552,33,0.064,0.083,0.0093,396,548,462,51.82,18496,154,0.332,0.389,0.0083,548,664,593,17.86,4862,53,0.087,0.135,0.0110,664,741,715,174.12,17438,46,0.313,0.117,0.0027
"Cameroon","","",0,26545864,116436,1878,438.62,70.75,0.0161,5,115,155,149,1.25,9209,174,0.079,0.093,0.0189,377,404,398,0.98,5530,81,0.047,0.043,0.0147,422,492,434,5.22,37672,662,0.324,0.352,0.0176,610,661,617,3.14,20256,392,0.174,0.209,0.0194,725,741,741,1.92,6519,25,0.056,0.013,0.0038
"Central African Republic","","",0,4829764,13937,110,288.56,22.78,0.0079,5,113,180,153,1.97,4303,56,0.309,0.506,0.0129,437,482,454,1.26,1720,25,0.123,0.231,0.0148,558,574,566,9.45,4048,1,0.290,0.008,0.0002,706,707,706,0.50,49,0,0.003,0.000,0.0000,709,738,722,2.02,1732,9,0.124,0.080,0.0051
"Chad","","",0,16425859,7153,190,43.55,11.57,0.0266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
