Admin0,Admin1,Admin2,FIPS,Population,CaseCount,DeathCount,CasesPer100K,DeathsPerM,CFR
"Afghanistan","","",0,38928341,163375,7416,419.68,190.50,0.0454
"Armenia","","",0,2963234,370701,8055,12510.01,2718.31,0.0217
"Azerbaijan","","",0,10139175,663079,8753,6539.77,863.29,0.0132
"Bahrain","","",0,1701582,381768,1408,22436.06,827.47,0.0037
"Bangladesh","","",0,164689382,1812453,28419,1100.53,172.56,0.0157
"Bhutan","","",0,771612,5155,4,668.08,5.18,0.0008
"Burma","","",0,54409793,536207,19310,985.50,354.90,0.0360
"Cambodia","","",0,16718970,121386,3015,726.04,180.33,0.0248
"Georgia","","",0,3989175,1198009,15015,30031.50,3763.94,0.0125
"Indonesia","","",0,273523621,4354336,144321,1591.94,527.64,0.0331
"Iran","","",0,83992953,6399794,132497,7619.44,1577.48,0.0207
"Iraq","","",0,40222503,2218347,24403,5515.19,606.70,0.0110
"Israel","","",0,8655541,2970607,8898,34320.29,1028.01,0.0030
"Jordan","","",0,10203139,1239854,13233,12151.69,1296.95,0.0107
"Kazakhstan","","",0,18776707,1334800,18522,7108.81,986.43,0.0139
"Kuwait","","",0,4270563,552017,2499,12926.09,585.17,0.0045
"Kyrgyzstan","","",0,6524191,198599,2883,3044.04,441.89,0.0145
"Laos","","",0,7275556,134472,550,1848.27,75.60,0.0041
"Maldives","","",0,540542,141122,277,26107.50,512.45,0.0020
"Mongolia","","",0,3278292,446472,2114,13619.04,644.85,0.0047
"Nepal","","",0,29136808,958726,11751,3290.43,403.30,0.0123
"Oman","","",0,5106622,341184,4146,6681.21,811.89,0.0122
"Papua New Guinea","","",0,8947027,37197,597,415.75,66.73,0.0160
"Philippines","","",0,109581085,3573124,54055,3260.71,493.29,0.0151
"Qatar","","",0,2881060,340763,647,11827.70,224.57,0.0019
"Saudi Arabia","","",0,34813867,691379,8941,1985.93,256.82,0.0129
"Singapore","","",0,5850343,358814,857,6133.21,146.49,0.0024
"Sri Lanka","","",0,21413250,612358,15469,2859.72,722.40,0.0253
"Taiwan","","",0,23816774,18854,851,79.16,35.73,0.0451
"Tajikistan","","",0,9537641,17717,125,185.76,13.11,0.0071
"Thailand","","",0,69799978,2455946,22205,3518.55,318.12,0.0090
"Timor-Leste","","",0,1318442,20064,122,1521.80,92.53,0.0061
"United Arab Emirates","","",0,9890400,847341,2248,8567.31,227.29,0.0027
"Uzbekistan","","",0,33469199,224087,1567,669.53,46.82,0.0070
"Vietnam","","",0,97338583,2287729,37815,2350.28,388.49,0.0165
"West Bank and Gaza","","",0,5101416,531700,5102,10422.60,1000.11,0.0096
"Yemen","","",0,29825968,11067,2013,37.11,67.49,0.1819
"Japan","","",0,133719178,2833862,19730,2119.26,147.55,0.0070
"India","","",0,1371753893,41677416,497830,3038.26,362.91,0.0119
"Pakistan","","",0,211877160,1440065,29376,679.67,138.65,0.0204
"China","","",0,1467916323,120543,4856,8.21,3.31,0.0403
"Malaysia","","",0,36400897,2876067,31986,7901.09,878.71,0.0111
