Admin0,Admin1,Admin2,FIPS,Population,CaseCount,DeathCount,CasesPer100K,DeathsPerM,CFR
"Japan","Aichi","",0,7552239,199076,1243,2635.99,164.59,0.0062
"Japan","Akita","",0,966490,5200,27,538.03,27.94,0.0052
"Japan","Aomori","",0,1246371,12020,42,964.40,33.70,0.0035
"Japan","Chiba","",0,6259382,167689,1073,2679.00,171.42,0.0064
"Japan","Ehime","",0,1339215,11860,91,885.59,67.95,0.0077
"Japan","Fukui","",0,767937,6622,38,862.31,49.48,0.0057
"Japan","Fukuoka","",0,5103679,149055,678,2920.54,132.85,0.0045
"Japan","Fukushima","",0,1845519,15949,178,864.20,96.45,0.0112
"Japan","Gifu","",0,1986587,33650,229,1693.86,115.27,0.0068
"Japan","Gunma","",0,1942456,35330,198,1818.83,101.93,0.0056
"Japan","Hiroshima","",0,2804176,55782,262,1989.25,93.43,0.0047
"Japan","Hokkaido","",0,5250049,109457,1524,2084.88,290.28,0.0139
"Japan","Hyogo","",0,5466190,159227,1461,2912.94,267.28,0.0092
"Japan","Ibaraki","",0,2860307,42197,227,1475.26,79.36,0.0054
"Japan","Ishikawa","",0,1137648,15265,144,1341.80,126.58,0.0094
"Japan","Iwate","",0,1226815,5488,53,447.34,43.20,0.0097
"Japan","Kagawa","",0,956347,10224,45,1069.07,47.05,0.0044
"Japan","Kagoshima","",0,1602273,19739,74,1231.94,46.18,0.0037
"Japan","Kanagawa","",0,9198267,285953,1365,3108.77,148.40,0.0048
"Japan","Kochi","",0,698029,7158,39,1025.46,55.87,0.0054
"Japan","Kumamoto","",0,1747566,33199,156,1899.73,89.27,0.0047
"Japan","Kyoto","",0,2582957,77809,308,3012.40,119.24,0.0040
"Japan","Mie","",0,1780882,26051,180,1462.81,101.07,0.0069
"Japan","Miyagi","",0,2306365,24853,118,1077.58,51.16,0.0047
"Japan","Miyazaki","",0,1073301,13219,48,1231.62,44.72,0.0036
"Japan","Nagano","",0,2048790,20662,104,1008.50,50.76,0.0050
"Japan","Nagasaki","",0,1326524,17268,78,1301.75,58.80,0.0045
"Japan","Nara","",0,1330122,30845,160,2318.96,120.29,0.0052
"Japan","Niigata","",0,2223106,19012,63,855.20,28.34,0.0033
"Japan","Oita","",0,1135434,15789,86,1390.57,75.74,0.0054
"Japan","Okayama","",0,1889585,31794,142,1682.59,75.15,0.0045
"Japan","Okinawa","",0,1453168,86352,406,5942.33,279.39,0.0047
"Japan","Osaka","",0,8809363,398335,3193,4521.72,362.46,0.0080
"Japan","Port Quarantine","",0,-1,4463,4,0.00,0.00,0.0009
"Japan","Saga","",0,814710,14088,34,1729.20,41.73,0.0024
"Japan","Saitama","",0,7349693,195078,1073,2654.23,145.99,0.0055
"Japan","Shiga","",0,1413943,27490,111,1944.21,78.50,0.0040
"Japan","Shimane","",0,674346,4597,6,681.70,8.90,0.0013
"Japan","Shizuoka","",0,3643528,55028,222,1510.29,60.93,0.0040
"Japan","Tochigi","",0,1933990,28661,132,1481.96,68.25,0.0046
"Japan","Tokushima","",0,727977,5702,68,783.27,93.41,0.0119
"Japan","Tokyo","",0,13920663,673304,3231,4836.72,232.10,0.0048
"Japan","Tottori","",0,555558,4197,5,755.46,9.00,0.0012
"Japan","Toyama","",0,1043502,8517,52,816.19,49.83,0.0061
"Japan","Unknown","",0,-1,8,0,0.00,0.00,0.0000
"Japan","Wakayama","",0,924932,13673,69,1478.27,74.60,0.0050
"Japan","Yamagata","",0,1077665,7117,57,660.41,52.89,0.0080
"Japan","Yamaguchi","",0,1358336,14841,104,1092.59,76.56,0.0070
"Japan","Yamanashi","",0,810955,10874,37,1340.89,45.63,0.0034
