DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
Confirmed,"Adams","Washington","US",19983,3325,0,0.00,225,10.74,273,1.44,300,21.95,543,0.43,603,17.94,668,3.37
Confirmed,"Asotin","Washington","US",22582,2966,0,0.00,294,18.01,336,5.37,356,13.70,405,0.89,601,19.15,668,5.76
Confirmed,"Benton","Washington","US",204390,31998,0,0.00,174,66.18,226,12.15,321,144.90,416,19.38,571,173.89,668,29.79
Confirmed,"Chelan","Washington","US",77200,11943,0,0.00,191,31.80,245,6.72,320,63.46,529,3.13,584,61.00,668,37.22
Confirmed,"Clallam","Washington","US",77331,5155,0,0.00,202,5.68,263,0.92,305,11.60,404,1.25,595,60.94,668,11.74
Confirmed,"Clark","Washington","US",488241,44105,0,0.00,349,187.18,408,34.25,464,100.50,527,17.05,587,216.03,668,94.23
Confirmed,"Columbia","Washington","US",3984,381,0,0.00,152,0.73,270,0.00,314,2.42,442,0.00,586,4.35,668,0.99
Confirmed,"Cowlitz","Washington","US",110593,14101,0,0.00,357,50.00,417,10.89,450,29.26,529,7.70,578,90.33,668,23.00
Confirmed,"Douglas","Washington","US",43429,6474,0,0.00,191,22.47,253,3.11,321,32.58,485,1.56,597,36.95,668,18.32
Confirmed,"Ferry","Washington","US",7627,866,0,0.00,315,5.98,385,0.15,455,6.11,535,0.14,631,9.14,668,0.84
Confirmed,"Franklin","Washington","US",95222,20560,0,0.00,165,64.81,238,10.75,321,97.89,504,8.46,596,99.38,668,12.45
Confirmed,"Garfield","Washington","US",2225,255,0,0.00,288,2.28,323,0.23,340,1.68,456,0.00,629,2.61,668,0.39
Confirmed,"Grant","Washington","US",97733,16778,0,0.00,205,42.47,277,8.58,322,61.67,527,4.95,599,83.98,668,21.33
Confirmed,"Grays Harbor","Washington","US",75061,9188,0,0.00,337,47.53,434,3.90,478,23.63,524,2.75,614,66.49,668,26.18
Confirmed,"Island","Washington","US",85141,4308,0,0.00,65,9.65,122,0.14,351,12.11,526,1.48,577,27.86,668,15.54
Confirmed,"Jefferson","Washington","US",32221,1185,0,0.00,63,1.27,94,-0.02,300,3.74,413,0.03,595,12.26,668,5.56
Confirmed,"King","Washington","US",2252781,170651,0,0.00,320,776.35,407,152.91,462,403.20,526,62.27,569,624.46,668,281.16
Confirmed,"Kitsap","Washington","US",271473,17802,0,0.00,352,54.82,405,13.84,452,43.11,528,8.60,596,116.75,668,40.61
Confirmed,"Kittitas","Washington","US",47935,5161,0,0.00,314,33.45,386,4.03,472,16.17,526,3.41,616,23.85,668,6.92
Confirmed,"Klickitat","Washington","US",22425,2224,0,0.00,207,5.23,242,0.26,346,7.34,427,0.25,622,16.23,668,6.00
Confirmed,"Lewis","Washington","US",80707,10705,0,0.00,319,43.49,425,5.77,490,22.33,527,5.02,596,74.10,668,29.90
Confirmed,"Lincoln","Washington","US",10939,1478,0,0.00,300,4.82,421,0.38,486,5.68,527,0.36,599,13.21,668,4.74
Confirmed,"Mason","Washington","US",66768,6277,0,0.00,316,33.20,336,13.01,349,32.83,526,1.91,628,39.40,668,17.08
Confirmed,"Okanogan","Washington","US",42242,5536,0,0.00,179,33.02,254,1.97,322,16.08,534,1.87,588,38.92,668,14.59
Confirmed,"Pacific","Washington","US",22471,1873,0,0.00,326,22.86,426,0.72,451,5.51,532,0.41,600,12.68,668,2.61
Confirmed,"Pend Oreille","Washington","US",13724,1635,0,0.00,316,8.27,446,0.98,473,2.96,517,0.35,597,11.26,668,4.75
Confirmed,"Pierce","Washington","US",904980,97117,0,0.00,322,353.97,412,118.00,457,251.63,526,33.24,595,436.79,668,170.21
Confirmed,"San Juan","Washington","US",17582,395,0,0.00,296,1.49,332,-0.07,442,2.12,519,-0.07,666,4.84,668,4.66
Confirmed,"Skagit","Washington","US",129205,12454,0,0.00,321,41.83,421,7.03,461,27.34,528,2.96,640,69.48,668,38.53
Confirmed,"Skamania","Washington","US",12083,830,0,0.00,321,3.72,414,0.02,467,3.84,530,0.08,616,5.61,668,0.79
Confirmed,"Snohomish","Washington","US",822083,70232,0,0.00,63,95.94,131,11.08,321,296.13,528,36.98,580,314.16,668,251.83
Confirmed,"Spokane","Washington","US",522798,76140,0,0.00,320,367.91,410,57.32,490,159.65,528,26.10,596,346.02,668,147.03
Confirmed,"Stevens","Washington","US",45723,5270,0,0.00,316,22.53,423,3.96,458,10.46,530,1.36,598,43.84,668,9.43
Confirmed,"Thurston","Washington","US",290536,22252,0,0.00,351,65.15,419,17.05,490,58.31,527,16.61,614,110.73,668,71.15
Confirmed,"Unassigned","Washington","US",-1,1530,0,0.00,73,59.08,84,-54.06,320,75.16,366,-4.35,500,36.27,668,2.15
Confirmed,"Wahkiakum","Washington","US",4487,301,0,0.00,309,1.94,424,0.00,505,1.77,528,0.05,616,1.81,668,0.39
Confirmed,"Walla Walla","Washington","US",60760,9150,0,0.00,194,14.08,259,3.36,333,56.64,419,1.18,601,43.00,668,12.53
Confirmed,"Whatcom","Washington","US",229247,17730,0,0.00,354,88.17,423,21.09,471,40.16,527,7.29,585,89.69,668,46.39
Confirmed,"Whitman","Washington","US",50104,5953,0,0.00,223,46.44,389,2.03,422,26.35,526,1.28,601,22.84,668,9.19
Confirmed,"Yakima","Washington","US",250873,44759,0,0.00,134,142.43,257,16.70,349,211.40,525,15.33,588,202.11,668,48.03
