DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
Confirmed,"","Ivanovo Oblast","Russia",1014646,57665,0,0.00,138,106.73,194,24.88,344,187.17,503,57.97,661,230.60,668,227.25
Confirmed,"","Jewish Autonomous Okrug","Russia",162013,9810,0,0.00,286,44.39,464,0.22,576,40.63,610,33.20,661,46.43,668,45.13
Confirmed,"","Kabardino-Balkarian Republic","Russia",865828,34773,0,0.00,144,78.42,198,15.00,340,102.24,504,13.20,659,135.49,668,129.64
Confirmed,"","Kaliningrad Oblast","Russia",994599,70514,0,0.00,344,215.08,434,46.51,544,231.38,572,174.00,649,391.90,668,385.31
Confirmed,"","Kalmykia Republic","Russia",275413,32065,0,0.00,163,56.69,183,20.93,337,105.27,461,10.95,553,116.69,668,35.67
Confirmed,"","Kaluga Oblast","Russia",1012056,52923,0,0.00,140,81.33,189,24.45,338,170.36,497,49.61,664,215.06,668,214.19
Confirmed,"","Kamchatka Krai","Russia",315557,21016,0,0.00,155,48.52,220,13.02,325,81.29,486,7.03,561,54.61,668,46.73
Confirmed,"","Karachay-Cherkess Republic","Russia",466305,28063,0,0.00,147,92.16,196,10.82,322,96.27,447,12.01,665,88.70,668,88.52
Confirmed,"","Karelia Republic","Russia",622484,79827,0,0.00,318,451.01,471,41.07,532,199.06,596,137.11,640,339.44,668,310.15
Confirmed,"","Kemerovo Oblast","Russia",2694877,69258,0,0.00,289,194.10,426,46.75,554,202.91,612,163.94,668,380.75,668,380.75
Confirmed,"","Khabarovsk Krai","Russia",1328302,101602,0,0.00,184,121.90,228,60.64,335,341.85,469,21.59,668,551.36,668,551.36
Confirmed,"","Khakassia Republic","Russia",537513,46867,0,0.00,314,181.22,440,13.26,551,178.56,599,107.89,653,225.87,668,193.52
Confirmed,"","Khanty-Mansi Autonomous Okrug","Russia",1532243,84500,0,0.00,155,293.88,220,67.62,328,227.69,480,44.89,649,258.89,668,256.10
Confirmed,"","Kirov Oblast","Russia",1283238,67036,0,0.00,137,61.79,159,37.30,320,250.27,494,53.64,662,266.14,668,265.53
Confirmed,"","Komi Republic","Russia",840873,84980,0,0.00,144,100.40,221,28.65,326,301.40,475,25.22,656,393.69,668,371.03
Confirmed,"","Kostroma Oblast","Russia",643324,41760,0,0.00,302,138.29,458,23.53,551,137.55,597,79.39,655,205.48,668,200.05
Confirmed,"","Krasnodar Krai","Russia",5603420,86002,0,0.00,363,196.98,481,93.13,557,261.71,616,221.39,668,780.74,668,780.74
Confirmed,"","Krasnoyarsk Krai","Russia",2876497,140550,0,0.00,324,335.35,495,94.72,547,491.20,606,352.15,658,723.74,668,709.11
Confirmed,"","Kurgan Oblast","Russia",845537,42562,0,0.00,172,58.84,203,20.61,360,108.67,508,29.50,657,216.00,668,214.05
Confirmed,"","Kursk Oblast","Russia",1115237,69836,0,0.00,142,70.52,192,26.41,336,182.85,502,61.80,653,352.39,668,347.84
Confirmed,"","Leningrad Oblast","Russia",1813816,83122,0,0.00,339,228.51,474,79.94,541,246.43,597,184.24,668,422.06,668,422.06
Confirmed,"","Lipetsk Oblast","Russia",1150201,68118,0,0.00,139,60.26,187,13.07,350,165.94,501,55.30,655,404.87,668,400.90
Confirmed,"","Magadan Oblast","Russia",144091,12149,0,0.00,285,48.06,435,1.75,552,28.73,623,19.13,668,36.88,668,36.88
Confirmed,"","Mari El Republic","Russia",682333,23132,0,0.00,143,44.68,199,14.84,329,53.13,473,14.28,668,127.01,668,127.01
Confirmed,"","Mordovia Republic","Russia",805056,32980,0,0.00,143,57.25,201,30.40,316,89.31,499,28.61,659,165.41,668,164.04
Confirmed,"","Moscow","Russia",12506467,1729939,0,0.00,336,6947.65,413,1463.97,516,7601.88,586,1460.10,645,7019.71,668,3446.20
Confirmed,"","Moscow Oblast","Russia",7503385,529536,0,0.00,340,1563.46,416,539.14,528,2585.24,597,714.04,655,2926.72,668,1929.94
Confirmed,"","Murmansk Oblast","Russia",753557,80767,0,0.00,319,286.14,467,22.68,541,260.96,601,141.84,662,268.56,668,259.53
Confirmed,"","Nenets Autonomous Okrug","Russia",43996,3002,0,0.00,171,10.53,239,0.38,297,7.58,474,0.00,648,17.17,668,16.31
Confirmed,"","Nizhny Novgorod Oblast","Russia",3234752,196202,0,0.00,137,293.33,199,117.41,338,500.98,473,119.53,650,797.04,668,780.19
Confirmed,"","North Ossetia - Alania Republic","Russia",701765,24501,0,0.00,137,40.56,201,7.40,337,88.17,490,8.12,657,103.83,668,100.11
Confirmed,"","Novgorod Oblast","Russia",606475,54809,0,0.00,150,57.21,199,16.24,323,210.24,472,33.62,668,329.28,668,329.28
Confirmed,"","Novosibirsk Oblast","Russia",2788849,75509,0,0.00,175,113.34,212,52.01,282,180.30,475,70.39,663,400.97,668,399.52
Confirmed,"","Omsk Oblast","Russia",1960081,106716,0,0.00,189,114.05,219,38.60,347,253.73,469,51.24,668,591.92,668,591.92
Confirmed,"","Orel Oblast","Russia",747247,57411,0,0.00,140,100.65,185,27.01,337,179.01,502,45.21,659,345.79,668,342.16
Confirmed,"","Orenburg Oblast","Russia",1977720,95042,0,0.00,181,113.20,221,86.09,296,189.08,476,59.28,647,409.54,668,389.15
Confirmed,"","Penza Oblast","Russia",1331654,85215,0,0.00,140,105.89,177,38.05,366,227.02,495,72.67,668,395.98,668,395.98
Confirmed,"","Perm Krai","Russia",2623122,131392,0,0.00,178,80.99,220,57.58,337,331.24,500,95.94,655,706.83,668,696.62
Confirmed,"","Primorsky Krai","Russia",1913037,81137,0,0.00,330,239.76,472,23.21,549,260.31,616,214.35,668,412.90,668,412.90
Confirmed,"","Pskov Oblast","Russia",636546,62385,0,0.00,145,80.40,198,22.40,337,404.71,498,39.99,659,291.83,668,286.26
Confirmed,"","Rostov Oblast","Russia",4220452,163555,0,0.00,139,190.52,166,92.97,359,392.49,506,156.54,661,650.55,668,649.05
Confirmed,"","Ryazan Oblast","Russia",1121474,49260,0,0.00,138,66.63,199,27.39,341,138.70,474,43.60,663,264.93,668,261.80
Confirmed,"","Saint Petersburg","Russia",5351935,749877,0,0.00,327,3764.66,455,695.47,538,1958.42,586,1135.50,648,3251.22,668,2813.54
Confirmed,"","Sakha (Yakutiya) Republic","Russia",964330,65571,0,0.00,148,84.17,219,44.46,303,222.48,432,26.49,653,290.31,668,281.90
Confirmed,"","Sakhalin Oblast","Russia",490181,36604,0,0.00,341,146.55,426,9.99,561,107.81,629,53.48,652,96.70,668,93.09
Confirmed,"","Samara Oblast","Russia",3193514,163128,0,0.00,142,94.71,189,39.30,339,306.47,507,61.85,664,1783.78,668,1777.43
Confirmed,"","Saratov Oblast","Russia",2462950,110345,0,0.00,145,120.49,173,92.94,341,271.31,504,109.51,660,642.04,668,636.69
Confirmed,"","Smolensk Oblast","Russia",949347,70666,0,0.00,137,114.59,235,11.91,370,186.01,440,33.44,652,595.21,668,577.10
Confirmed,"","Stavropol Krai","Russia",2800674,104664,0,0.00,150,94.88,167,83.52,345,244.22,475,52.18,668,518.16,668,518.16
Confirmed,"","Sverdlovsk Oblast","Russia",4325256,165672,0,0.00,174,269.08,222,119.41,339,404.55,493,96.60,668,736.79,668,736.79
Confirmed,"","Tambov Oblast","Russia",1033552,49340,0,0.00,140,65.27,214,22.49,350,159.93,479,35.90,666,212.43,668,212.41
Confirmed,"","Tatarstan Republic","Russia",3894283,32043,0,0.00,139,50.98,237,23.20,337,101.08,503,30.20,668,267.48,668,267.48
Confirmed,"","Tomsk Oblast","Russia",1078280,52266,0,0.00,297,209.58,474,22.94,568,122.91,608,89.14,668,279.41,668,279.41
Confirmed,"","Tula Oblast","Russia",1491855,61244,0,0.00,139,104.38,218,28.22,339,207.60,475,50.09,658,268.76,668,265.42
Confirmed,"","Tver Oblast","Russia",1283873,82603,0,0.00,141,82.32,230,22.73,339,236.39,468,67.98,654,398.18,668,391.72
Confirmed,"","Tyumen Oblast","Russia",3692400,75679,0,0.00,306,169.84,467,49.20,561,283.35,605,222.35,658,346.56,668,338.49
Confirmed,"","Tyva Republic","Russia",321722,28831,0,0.00,154,134.04,207,21.42,303,102.39,432,1.26,545,186.79,668,68.31
Confirmed,"","Udmurt Republic","Russia",1513043,70451,0,0.00,175,41.13,192,21.53,344,216.97,505,39.75,647,395.69,668,381.47
Confirmed,"","Ulyanovsk Oblast","Russia",1246618,103396,0,0.00,146,125.77,217,86.40,327,289.36,478,77.30,650,567.61,668,505.36
Confirmed,"","Vladimir Oblast","Russia",1378337,66261,0,0.00,332,185.67,504,48.51,534,240.12,603,158.74,661,325.71,668,322.53
Confirmed,"","Volgograd Oblast","Russia",2521276,109642,0,0.00,139,110.93,186,89.83,338,275.10,504,87.16,661,470.30,668,465.90
Confirmed,"","Vologda Oblast","Russia",1176689,84830,0,0.00,326,368.03,472,38.51,548,228.90,596,221.32,668,406.35,668,406.35
Confirmed,"","Voronezh Oblast","Russia",2333768,166947,0,0.00,143,215.37,190,89.44,354,390.97,477,133.61,653,794.70,668,749.63
Confirmed,"","Yamalo-Nenets Autonomous Okrug","Russia",538547,54552,0,0.00,171,200.51,223,47.00,309,196.63,477,16.85,659,147.12,668,143.47
Confirmed,"","Yaroslavl Oblast","Russia",1265684,71146,0,0.00,137,65.15,217,38.12,331,190.19,483,77.52,668,284.80,668,284.80
Confirmed,"","Zabaykalsky Krai","Russia",1072806,82744,0,0.00,305,268.01,473,25.65,533,326.84,596,164.18,657,368.29,668,367.63
